amount,amountInHomeCurrency,category,conversionRate,country,countryCode,datePaid,homeCurrency,localCurrency,notes,paidBy,paidFor,kristianallin,egal,susannaallin04,paymentMethod,photo,place,latitude,longitude,type,numberOfDays,excludeFromAvg,addToBudget,categoryId,categoryIcon,categoryColor,paymentMethodId,paymentMethodIcon,paymentMethodColor,paidById,paidToId,splitObjects
"70.00"," 28.46","Gas","2.459","Peru","PE","2026-03-02","CAD","PEN","Gas","kristianallin","kristianallin,egal,susannaallin04"," 9.49"," 9.49"," 9.48","Cash","","","","","Expense","1","false","false","ev_station-false-635459702f9817de29e608fa3395637c","ev_station","#6D4C41","payments-069b30db06d047a398f9eb0940d3279c","payments","#039BE5","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':23330,'shareInHomeCurrency':9490,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':23330,'shareInHomeCurrency':9490,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':23340,'shareInHomeCurrency':9480,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"79.22"," 32.19","Gas","2.461","Peru","PE","2026-03-02","CAD","PEN","E S Umacoyo","kristianallin","kristianallin,egal,susannaallin04"," 10.73"," 10.73"," 10.73","Credit Card","","","","","Expense","1","false","false","ev_station-false-635459702f9817de29e608fa3395637c","ev_station","#6D4C41","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':26410,'shareInHomeCurrency':10730,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':26410,'shareInHomeCurrency':10730,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':26400,'shareInHomeCurrency':10730,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"61.00"," 24.85","Drinks","2.455","Peru","PE","2026-03-01","CAD","PEN","Sunset drinks","egal","kristianallin,egal"," 12.43"," 12.42"," 0.00","Credit Card","","Arequipa, Peru","-16.398","-71.538","Expense","1","false","false","local_bar-false-0c96179df5834759b90ee5cb3834a365","local_bar","#673AB7","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","jAoT6CIQr2Nvpcx7t7d0KhKGmlk2","","[{'share':30500,'shareInHomeCurrency':12430,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':30500,'shareInHomeCurrency':12420,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'}]"
"100.00"," 40.73","Activities","2.455","Peru","PE","2026-03-01","CAD","PEN","Walking tour","kristianallin","kristianallin,egal,susannaallin04"," 13.58"," 13.58"," 13.57","Cash","","","","","Expense","1","false","false","rowing-false-d78ed35383108fb6c04c16d0a11b20fe","rowing","#E91E63","payments-069b30db06d047a398f9eb0940d3279c","payments","#039BE5","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':33330,'shareInHomeCurrency':13580,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':33330,'shareInHomeCurrency':13580,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':33340,'shareInHomeCurrency':13570,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"145.00"," 59.06","Restaurants","2.455","Peru","PE","2026-03-01","CAD","PEN","IZI* Seoul","kristianallin","kristianallin,egal,susannaallin04"," 19.69"," 19.69"," 19.68","Credit Card","","","","","Expense","1","false","false","restaurant-false-386c1f850fbd5f478fb4ef8a134c1740","restaurant","#009688","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':48330,'shareInHomeCurrency':19690,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':48330,'shareInHomeCurrency':19690,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':48340,'shareInHomeCurrency':19680,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"22.10"," 9.00","Transportation","2.455","Peru","PE","2026-03-01","CAD","PEN","Uber to sixt","kristianallin","kristianallin,egal,susannaallin04"," 3.00"," 3.00"," 3.00","Credit Card","","","","","Expense","1","false","false","train-false-a600971fdd23ea1f5685d7ee01d5f5c3","train","#EF6C00","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':7370,'shareInHomeCurrency':3000,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':7370,'shareInHomeCurrency':3000,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':7360,'shareInHomeCurrency':3000,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"30.00"," 12.22","Transportation","2.455","Peru","PE","2026-03-01","CAD","PEN","Parking","kristianallin","kristianallin,egal,susannaallin04"," 4.07"," 4.07"," 4.08","Cash","","","","","Expense","1","false","false","train-false-a600971fdd23ea1f5685d7ee01d5f5c3","train","#EF6C00","payments-069b30db06d047a398f9eb0940d3279c","payments","#039BE5","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':10000,'shareInHomeCurrency':4070,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':10000,'shareInHomeCurrency':4070,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':10000,'shareInHomeCurrency':4080,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"6.00"," 2.44","Groceries","2.455","Peru","PE","2026-03-01","CAD","PEN","Water","kristianallin","kristianallin,egal,susannaallin04"," 0.81"," 0.81"," 0.82","Cash","","","","","Expense","1","false","false","shopping_cart-false-7c3765bf72361083d820071fb21308a9","shopping_cart","#039BE5","payments-069b30db06d047a398f9eb0940d3279c","payments","#039BE5","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':2000,'shareInHomeCurrency':810,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':2000,'shareInHomeCurrency':810,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':2000,'shareInHomeCurrency':820,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"24.00"," 9.78","Activities","2.455","Peru","PE","2026-03-01","CAD","PEN","Culebrillas entry","kristianallin","kristianallin,egal,susannaallin04"," 3.26"," 3.26"," 3.26","Cash","","","","","Expense","1","false","false","rowing-false-d78ed35383108fb6c04c16d0a11b20fe","rowing","#E91E63","payments-069b30db06d047a398f9eb0940d3279c","payments","#039BE5","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':8000,'shareInHomeCurrency':3260,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':8000,'shareInHomeCurrency':3260,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':8000,'shareInHomeCurrency':3260,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
" 285.00"," 285.00","Transportation","1","Peru","PE","2026-03-01","CAD","CAD","Rental car","kristianallin","kristianallin,egal,susannaallin04"," 95.00"," 95.00"," 95.00","Credit Card","","Miguel Hidalgo, Mexico","19.405","-99.178","Expense","5","false","false","train-false-a600971fdd23ea1f5685d7ee01d5f5c3","train","#EF6C00","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':95000,'shareInHomeCurrency':95000,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':95000,'shareInHomeCurrency':95000,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':95000,'shareInHomeCurrency':95000,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"10.00"," 4.07","Restaurants","2.455","Peru","PE","2026-02-28","CAD","PEN","Extra tip","susannaallin04","kristianallin,egal,susannaallin04"," 1.36"," 1.36"," 1.35","Cash","","Arequipa, Peru","-16.399","-71.539","Expense","1","false","false","restaurant-false-386c1f850fbd5f478fb4ef8a134c1740","restaurant","#009688","payments-069b30db06d047a398f9eb0940d3279c","payments","#039BE5","SqiNxB2uqaP1NQrZohpuJTCEi5x2","","[{'share':3330,'shareInHomeCurrency':1360,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':3330,'shareInHomeCurrency':1360,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':3340,'shareInHomeCurrency':1350,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"15.00"," 6.11","Groceries","2.455","Peru","PE","2026-02-28","CAD","PEN","Beverages","susannaallin04","kristianallin,egal,susannaallin04"," 2.04"," 2.04"," 2.03","Cash","","Arequipa, Peru","-16.399","-71.539","Expense","1","false","false","shopping_cart-false-7c3765bf72361083d820071fb21308a9","shopping_cart","#039BE5","payments-069b30db06d047a398f9eb0940d3279c","payments","#039BE5","SqiNxB2uqaP1NQrZohpuJTCEi5x2","","[{'share':5000,'shareInHomeCurrency':2040,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':5000,'shareInHomeCurrency':2040,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':5000,'shareInHomeCurrency':2030,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"160.00"," 65.17","Restaurants","2.455","Peru","PE","2026-02-28","CAD","PEN","IZI* Mumis Sac","kristianallin","kristianallin,egal,susannaallin04"," 21.72"," 21.72"," 21.73","Credit Card","","","","","Expense","1","false","false","restaurant-false-386c1f850fbd5f478fb4ef8a134c1740","restaurant","#009688","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':53330,'shareInHomeCurrency':21720,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':53330,'shareInHomeCurrency':21720,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':53340,'shareInHomeCurrency':21730,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"64.90"," 26.44","Shopping","2.455","Peru","PE","2026-02-28","CAD","PEN","Coolbox K20","kristianallin","kristianallin"," 26.44"," 0.00"," 0.00","Credit Card","","","","","Expense","1","false","false","local_mall-false-fed561a86e066be5a26232626c4867a2","local_mall","#0F9D58","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':64900,'shareInHomeCurrency':26440,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'}]"
"464.51"," 189.21","Accommodation","2.455","Peru","PE","2026-02-28","CAD","PEN","Estancia El Solar Sac","kristianallin","kristianallin,egal,susannaallin04"," 63.07"," 63.07"," 63.07","Credit Card","","","","","Expense","2","false","false","hotel-false-3e1b660a6d0b1877c3dd4a16fbb5cb5c","hotel","#DB4437","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':154840,'shareInHomeCurrency':63070,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':154840,'shareInHomeCurrency':63070,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':154830,'shareInHomeCurrency':63070,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"24.00"," 9.78","Transportation","2.455","Peru","PE","2026-02-28","CAD","PEN","Uber to hotel","kristianallin","kristianallin,egal,susannaallin04"," 3.26"," 3.26"," 3.26","Credit Card","","","","","Expense","1","false","false","train-false-a600971fdd23ea1f5685d7ee01d5f5c3","train","#EF6C00","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':8000,'shareInHomeCurrency':3260,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':8000,'shareInHomeCurrency':3260,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':8000,'shareInHomeCurrency':3260,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"8.90"," 3.63","Groceries","2.455","Peru","PE","2026-02-28","CAD","PEN","Rumbo Peru - airport water","kristianallin","kristianallin,egal,susannaallin04"," 1.21"," 1.21"," 1.21","Credit Card","","","","","Expense","1","false","false","shopping_cart-false-7c3765bf72361083d820071fb21308a9","shopping_cart","#039BE5","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':2970,'shareInHomeCurrency':1210,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':2970,'shareInHomeCurrency':1210,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':2960,'shareInHomeCurrency':1210,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"22.30"," 9.08","Transportation","2.455","Peru","PE","2026-02-28","CAD","PEN","Uber to airport","kristianallin","kristianallin,egal,susannaallin04"," 3.03"," 3.03"," 3.02","Credit Card","","","","","Expense","1","false","false","train-false-a600971fdd23ea1f5685d7ee01d5f5c3","train","#EF6C00","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':7430,'shareInHomeCurrency':3030,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':7430,'shareInHomeCurrency':3030,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':7440,'shareInHomeCurrency':3020,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"65.00"," 26.48","Restaurants","2.455","Peru","PE","2026-02-28","CAD","PEN","Oakberry","kristianallin","kristianallin,egal,susannaallin04"," 8.83"," 8.83"," 8.82","Credit Card","","","","","Expense","1","false","false","restaurant-false-386c1f850fbd5f478fb4ef8a134c1740","restaurant","#009688","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':21670,'shareInHomeCurrency':8830,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':21670,'shareInHomeCurrency':8830,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':21660,'shareInHomeCurrency':8820,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
" 10.00"," 13.64","Transportation","0.733","Peru","PE","2026-02-28","CAD","USD","Taxi to Cusco pt2","kristianallin","kristianallin,egal,susannaallin04"," 4.55"," 4.55"," 4.54","Cash","","Cuzco, Peru","-13.457","-72.163","Expense","1","false","false","train-false-a600971fdd23ea1f5685d7ee01d5f5c3","train","#EF6C00","payments-069b30db06d047a398f9eb0940d3279c","payments","#039BE5","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':3330,'shareInHomeCurrency':4550,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':3330,'shareInHomeCurrency':4550,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':3340,'shareInHomeCurrency':4540,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"60.00"," 24.44","Transportation","2.455","Peru","PE","2026-02-28","CAD","PEN","Taxi to Cusco pt1","kristianallin","kristianallin,egal,susannaallin04"," 8.15"," 8.15"," 8.14","Cash","","Cuzco, Peru","-13.457","-72.163","Expense","1","false","false","train-false-a600971fdd23ea1f5685d7ee01d5f5c3","train","#EF6C00","payments-069b30db06d047a398f9eb0940d3279c","payments","#039BE5","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':20000,'shareInHomeCurrency':8150,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':20000,'shareInHomeCurrency':8150,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':20000,'shareInHomeCurrency':8140,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"184.00"," 74.98","Restaurants","2.454","Peru","PE","2026-02-27","CAD","PEN","Chullpi Restaurant","kristianallin","kristianallin,egal,susannaallin04"," 24.99"," 24.99"," 25.00","Credit Card","","","","","Expense","1","false","false","restaurant-false-386c1f850fbd5f478fb4ef8a134c1740","restaurant","#009688","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':61330,'shareInHomeCurrency':24990,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':61330,'shareInHomeCurrency':24990,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':61340,'shareInHomeCurrency':25000,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
" 35.88"," 49.07","Accommodation","0.731","Peru","PE","2026-02-27","CAD","USD","Openpay*hotel El Chasquru","kristianallin","kristianallin,egal,susannaallin04"," 16.36"," 16.36"," 16.35","Credit Card","","","","","Expense","1","false","false","hotel-false-3e1b660a6d0b1877c3dd4a16fbb5cb5c","hotel","#DB4437","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':11960,'shareInHomeCurrency':16360,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':11960,'shareInHomeCurrency':16360,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':11960,'shareInHomeCurrency':16350,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"65.00"," 26.49","Coffee","2.454","Peru","PE","2026-02-27","CAD","PEN","Cafe","kristianallin","kristianallin,egal,susannaallin04"," 8.83"," 8.83"," 8.83","Cash","","","","","Expense","1","false","false","local_cafe-false-3c09b8d09553786b799e02306e55c7ba","local_cafe","#795548","payments-069b30db06d047a398f9eb0940d3279c","payments","#039BE5","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':21670,'shareInHomeCurrency':8830,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':21670,'shareInHomeCurrency':8830,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':21660,'shareInHomeCurrency':8830,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"50.00"," 20.37","Shopping","2.454","Peru","PE","2026-02-27","CAD","PEN","IZI* Artesania Chambas","kristianallin","kristianallin,egal,susannaallin04"," 6.79"," 6.79"," 6.79","Credit Card","","","","","Expense","1","false","false","local_mall-false-fed561a86e066be5a26232626c4867a2","local_mall","#0F9D58","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':16670,'shareInHomeCurrency':6790,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':16670,'shareInHomeCurrency':6790,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':16660,'shareInHomeCurrency':6790,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"226.17"," 92.16","Restaurants","2.454","Peru","PE","2026-02-27","CAD","PEN","Mapacho Craft Beer Rest","kristianallin","kristianallin,egal,susannaallin04"," 30.72"," 30.72"," 30.72","Credit Card","","","","","Expense","1","false","false","restaurant-false-386c1f850fbd5f478fb4ef8a134c1740","restaurant","#009688","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':75390,'shareInHomeCurrency':30720,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':75390,'shareInHomeCurrency':30720,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':75390,'shareInHomeCurrency':30720,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"300.00"," 122.24","Activities","2.454","Peru","PE","2026-02-27","CAD","PEN","Tour guide Machu Picchu","kristianallin","kristianallin,egal,susannaallin04"," 40.75"," 40.75"," 40.74","Cash","","","","","Expense","1","false","false","rowing-false-d78ed35383108fb6c04c16d0a11b20fe","rowing","#E91E63","payments-069b30db06d047a398f9eb0940d3279c","payments","#039BE5","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':100000,'shareInHomeCurrency':40750,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':100000,'shareInHomeCurrency':40750,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':100000,'shareInHomeCurrency':40740,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"478.44"," 197.00","Activities","2.429","Peru","PE","2026-02-27","CAD","PEN","Machu Picchu entrance","kristianallin","kristianallin,egal,susannaallin04"," 65.67"," 65.67"," 65.66","Credit Card","","","","","Expense","1","false","false","rowing-false-d78ed35383108fb6c04c16d0a11b20fe","rowing","#E91E63","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':159480,'shareInHomeCurrency':65670,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':159480,'shareInHomeCurrency':65670,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':159480,'shareInHomeCurrency':65660,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
" 72.00"," 98.46","Transportation","0.731","Peru","PE","2026-02-27","CAD","USD","Bus to Machu Picchu entrance","kristianallin","kristianallin,egal,susannaallin04"," 32.82"," 32.82"," 32.82","Credit Card","","","","","Expense","1","false","false","train-false-a600971fdd23ea1f5685d7ee01d5f5c3","train","#EF6C00","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':24000,'shareInHomeCurrency':32820,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':24000,'shareInHomeCurrency':32820,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':24000,'shareInHomeCurrency':32820,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"20.00"," 8.15","Groceries","2.454","Peru","PE","2026-02-26","CAD","PEN","Water and snacks","kristianallin","kristianallin,egal,susannaallin04"," 2.72"," 2.72"," 2.71","Cash","","","","","Expense","1","false","false","shopping_cart-false-7c3765bf72361083d820071fb21308a9","shopping_cart","#039BE5","payments-069b30db06d047a398f9eb0940d3279c","payments","#039BE5","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':6670,'shareInHomeCurrency':2720,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':6670,'shareInHomeCurrency':2720,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':6660,'shareInHomeCurrency':2710,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
"73.00"," 29.86","Drinks","2.445","Peru","PE","2026-02-26","CAD","PEN","IZI* Inka Tower","kristianallin","kristianallin,egal,susannaallin04"," 9.95"," 9.95"," 9.96","Credit Card","","","","","Expense","1","false","false","local_bar-false-0c96179df5834759b90ee5cb3834a365","local_bar","#673AB7","credit_card-73a61696f100b3858511e212a3feea6b","credit_card","#FFB300","2qZZepJQcJZ9kN0wUZh8xKeSaFx1","","[{'share':24330,'shareInHomeCurrency':9950,'forTravelerId':'2qZZepJQcJZ9kN0wUZh8xKeSaFx1'},{'share':24330,'shareInHomeCurrency':9950,'forTravelerId':'jAoT6CIQr2Nvpcx7t7d0KhKGmlk2'},{'share':24340,'shareInHomeCurrency':9960,'forTravelerId':'SqiNxB2uqaP1NQrZohpuJTCEi5x2'}]"
